,date,region,sales
3794,18-06-2021,east,2285
3795,18-06-2021,west,2150
3796,19-06-2021,north,2160
3797,19-06-2021,south,2020
3798,19-06-2021,east,2430
3799,19-06-2021,west,2025
3800,20-06-2021,north,2280
3801,20-06-2021,south,2425
3802,20-06-2021,east,2230
3803,20-06-2021,west,2160
3804,21-06-2021,north,2360
3805,21-06-2021,south,2305
3806,21-06-2021,east,2105
3807,21-06-2021,west,2290
3808,22-06-2021,north,2280
3809,22-06-2021,south,2010
3810,22-06-2021,east,2095
3811,22-06-2021,west,2270
3812,23-06-2021,north,2080
3813,23-06-2021,south,2345
3814,23-06-2021,east,2240
3815,23-06-2021,west,2425
3816,24-06-2021,north,2390
3817,24-06-2021,south,2155
3818,24-06-2021,east,2060
3819,24-06-2021,west,2055
3820,25-06-2021,north,2140
3821,25-06-2021,south,2340
3822,25-06-2021,east,2030
3823,25-06-2021,west,2310
3824,26-06-2021,north,2065
3825,26-06-2021,south,2330
3826,26-06-2021,east,2145
3827,26-06-2021,west,2050
3828,27-06-2021,north,2095
3829,27-06-2021,south,2460
3830,27-06-2021,east,2195
3831,27-06-2021,west,2020
3832,28-06-2021,north,2185
3833,28-06-2021,south,2190
3834,28-06-2021,east,2050
3835,28-06-2021,west,2045
3836,29-06-2021,north,2155
3837,29-06-2021,south,2135
3838,29-06-2021,east,2280
3839,29-06-2021,west,2485
3840,30-06-2021,north,2040
3841,30-06-2021,south,2130
3842,30-06-2021,east,2490
3843,30-06-2021,west,2160
3844,01-07-2021,north,2065
3845,01-07-2021,south,2355
3846,01-07-2021,east,2205
3847,01-07-2021,west,2265
3848,02-07-2021,north,2005
3849,02-07-2021,south,2450
3850,02-07-2021,east,2500
3851,02-07-2021,west,2445
3852,03-07-2021,north,2460
3853,03-07-2021,south,2060
3854,03-07-2021,east,2090
3855,03-07-2021,west,2415
3856,04-07-2021,north,2395
3857,04-07-2021,south,2370
3858,04-07-2021,east,2110
3859,04-07-2021,west,2395
3860,05-07-2021,north,2205
3861,05-07-2021,south,2245
3862,05-07-2021,east,2330
3863,05-07-2021,west,2010
3864,06-07-2021,north,2430
3865,06-07-2021,south,2125
3866,06-07-2021,east,2235
3867,06-07-2021,west,2175
3868,07-07-2021,north,2460
3869,07-07-2021,south,2500
3870,07-07-2021,east,2315
3871,07-07-2021,west,2120
3872,08-07-2021,north,2040
3873,08-07-2021,south,2425
3874,08-07-2021,east,2375
3875,08-07-2021,west,2080
3876,09-07-2021,north,2105
3877,09-07-2021,south,2240
3878,09-07-2021,east,2015
3879,09-07-2021,west,2170
3880,10-07-2021,north,2195
3881,10-07-2021,south,2440
3882,10-07-2021,east,2040
3883,10-07-2021,west,2260
3884,11-07-2021,north,2170
3885,11-07-2021,south,2200
3886,11-07-2021,east,2260
3887,11-07-2021,west,2395
3888,12-07-2021,north,2010
3889,12-07-2021,south,2005
3890,12-07-2021,east,2250
3891,12-07-2021,west,2010
3892,13-07-2021,north,2145
3893,13-07-2021,south,2105
3894,13-07-2021,east,2265
3895,13-07-2021,west,2020
3896,14-07-2021,north,2295
3897,14-07-2021,south,2330
3898,14-07-2021,east,2280
3899,14-07-2021,west,2045
3900,15-07-2021,north,2375
3901,15-07-2021,south,2370
3902,15-07-2021,east,2255
3903,15-07-2021,west,2305
3904,16-07-2021,north,2440
3905,16-07-2021,south,2020
3906,16-07-2021,east,2035
3907,16-07-2021,west,2155
3908,17-07-2021,north,2145
3909,17-07-2021,south,2080
3910,17-07-2021,east,2345
3911,17-07-2021,west,2230
3912,18-07-2021,north,2375
3913,18-07-2021,south,2165
3914,18-07-2021,east,2175
3915,18-07-2021,west,2385
3916,19-07-2021,north,2295
3917,19-07-2021,south,2170
3918,19-07-2021,east,2040
3919,19-07-2021,west,2205
3920,20-07-2021,north,2435
3921,20-07-2021,south,2380
3922,20-07-2021,east,2445
3923,20-07-2021,west,2390
3924,21-07-2021,north,2115
3925,21-07-2021,south,2275
3926,21-07-2021,east,2200
3927,21-07-2021,west,2305
3928,22-07-2021,north,2280
3929,22-07-2021,south,2140
3930,22-07-2021,east,2205
3931,22-07-2021,west,2450
3932,23-07-2021,north,2060
3933,23-07-2021,south,2200
3934,23-07-2021,east,2390
3935,23-07-2021,west,2075
3936,24-07-2021,north,2015
3937,24-07-2021,south,2235
3938,24-07-2021,east,2360
3939,24-07-2021,west,2125
3940,25-07-2021,north,2235
3941,25-07-2021,south,2450
3942,25-07-2021,east,2155
3943,25-07-2021,west,2280
3944,26-07-2021,north,2285
3945,26-07-2021,south,2395
3946,26-07-2021,east,2360
3947,26-07-2021,west,2290
3948,27-07-2021,north,2440
3949,27-07-2021,south,2315
3950,27-07-2021,east,2080
3951,27-07-2021,west,2450
3952,28-07-2021,north,2165
3953,28-07-2021,south,2385
3954,28-07-2021,east,2010
3955,28-07-2021,west,2425
3956,29-07-2021,north,2125
3957,29-07-2021,south,2125
3958,29-07-2021,east,2235
3959,29-07-2021,west,2360
3960,30-07-2021,north,2005
3961,30-07-2021,south,2200
3962,30-07-2021,east,2155
3963,30-07-2021,west,2245
3964,31-07-2021,north,2220
3965,31-07-2021,south,2225
3966,31-07-2021,east,2150
3967,31-07-2021,west,2145
3968,01-08-2021,north,2070
3969,01-08-2021,south,2265
3970,01-08-2021,east,2055
3971,01-08-2021,west,2165
3972,02-08-2021,north,2280
3973,02-08-2021,south,2275
3974,02-08-2021,east,2200
3975,02-08-2021,west,2490
3976,03-08-2021,north,2350
3977,03-08-2021,south,2075
3978,03-08-2021,east,2250
3979,03-08-2021,west,2315
3980,04-08-2021,north,2480
3981,04-08-2021,south,2070
3982,04-08-2021,east,2450
3983,04-08-2021,west,2010
3984,05-08-2021,north,2420
3985,05-08-2021,south,2215
3986,05-08-2021,east,2130
3987,05-08-2021,west,2065
3988,06-08-2021,north,2060
3989,06-08-2021,south,2050
3990,06-08-2021,east,2470
3991,06-08-2021,west,2295
3992,07-08-2021,north,2230
3993,07-08-2021,south,2030
3994,07-08-2021,east,2310
3995,07-08-2021,west,2415
3996,08-08-2021,north,2480
3997,08-08-2021,south,2230
3998,08-08-2021,east,2360
3999,08-08-2021,west,2400
4000,09-08-2021,north,2165
4001,09-08-2021,south,2385
4002,09-08-2021,east,2240
4003,09-08-2021,west,2060
4004,10-08-2021,north,2295
4005,10-08-2021,south,2180
4006,10-08-2021,east,2075
4007,10-08-2021,west,2375
4008,11-08-2021,north,2250
4009,11-08-2021,south,2250
4010,11-08-2021,east,2345
4011,11-08-2021,west,2080
4012,12-08-2021,north,2495
4013,12-08-2021,south,2100
4014,12-08-2021,east,2430
4015,12-08-2021,west,2070
4016,13-08-2021,north,2285
4017,13-08-2021,south,2235
4018,13-08-2021,east,2480
4019,13-08-2021,west,2425
4020,14-08-2021,north,2095
4021,14-08-2021,south,2135
4022,14-08-2021,east,2330
4023,14-08-2021,west,2020
4024,15-08-2021,north,2060
4025,15-08-2021,south,2140
4026,15-08-2021,east,2470
4027,15-08-2021,west,2485
4028,16-08-2021,north,2040
4029,16-08-2021,south,2155
4030,16-08-2021,east,2120
4031,16-08-2021,west,2135
4032,17-08-2021,north,2395
4033,17-08-2021,south,2475
4034,17-08-2021,east,2360
4035,17-08-2021,west,2175
4036,18-08-2021,north,2490
4037,18-08-2021,south,2075
4038,18-08-2021,east,2325
4039,18-08-2021,west,2445
4040,19-08-2021,north,2080
4041,19-08-2021,south,2370
4042,19-08-2021,east,2225
4043,19-08-2021,west,2495
4044,20-08-2021,north,2160
4045,20-08-2021,south,2195
4046,20-08-2021,east,2315
4047,20-08-2021,west,2170
4048,21-08-2021,north,2230
4049,21-08-2021,south,2095
4050,21-08-2021,east,2050
4051,21-08-2021,west,2490
4052,22-08-2021,north,2095
4053,22-08-2021,south,2180
4054,22-08-2021,east,2075
4055,22-08-2021,west,2475
4056,23-08-2021,north,2020
4057,23-08-2021,south,2000
4058,23-08-2021,east,2210
4059,23-08-2021,west,2155
4060,24-08-2021,north,2215
4061,24-08-2021,south,2475
4062,24-08-2021,east,2265
4063,24-08-2021,west,2030
4064,25-08-2021,north,2020
4065,25-08-2021,south,2240
4066,25-08-2021,east,2000
4067,25-08-2021,west,2150
4068,26-08-2021,north,2370
4069,26-08-2021,south,2180
4070,26-08-2021,east,2470
4071,26-08-2021,west,2150
4072,27-08-2021,north,2170
4073,27-08-2021,south,2260
4074,27-08-2021,east,2140
4075,27-08-2021,west,2045
4076,28-08-2021,north,2490
4077,28-08-2021,south,2320
4078,28-08-2021,east,2230
4079,28-08-2021,west,2440
4080,29-08-2021,north,2185
4081,29-08-2021,south,2350
4082,29-08-2021,east,2445
4083,29-08-2021,west,2365
4084,30-08-2021,north,2065
4085,30-08-2021,south,2015
4086,30-08-2021,east,2160
4087,30-08-2021,west,2300
4088,31-08-2021,north,2045
4089,31-08-2021,south,2440
4090,31-08-2021,east,2165
4091,31-08-2021,west,2180
4092,01-09-2021,north,2330
4093,01-09-2021,south,2240
4094,01-09-2021,east,2120
4095,01-09-2021,west,2495
4096,02-09-2021,north,2080
4097,02-09-2021,south,2415
4098,02-09-2021,east,2085
4099,02-09-2021,west,2400
4100,03-09-2021,north,2255
4101,03-09-2021,south,2245
4102,03-09-2021,east,2020
4103,03-09-2021,west,2270
4104,04-09-2021,north,2395
4105,04-09-2021,south,2165
4106,04-09-2021,east,2020
4107,04-09-2021,west,2135
4108,05-09-2021,north,2330
4109,05-09-2021,south,2290
4110,05-09-2021,east,2045
4111,05-09-2021,west,2255
4112,06-09-2021,north,2345
4113,06-09-2021,south,2185
4114,06-09-2021,east,2335
4115,06-09-2021,west,2300
4116,07-09-2021,north,2040
4117,07-09-2021,south,2055
4118,07-09-2021,east,2270
4119,07-09-2021,west,2335
4120,08-09-2021,north,2425
4121,08-09-2021,south,2445
4122,08-09-2021,east,2480
4123,08-09-2021,west,2480
4124,09-09-2021,north,2000
4125,09-09-2021,south,2075
4126,09-09-2021,east,2345
4127,09-09-2021,west,2245
4128,10-09-2021,north,2070
4129,10-09-2021,south,2365
4130,10-09-2021,east,2015
4131,10-09-2021,west,2375
4132,11-09-2021,north,2270
4133,11-09-2021,south,2015
4134,11-09-2021,east,2000
4135,11-09-2021,west,2295
4136,12-09-2021,north,2435
4137,12-09-2021,south,2485
4138,12-09-2021,east,2450
4139,12-09-2021,west,2205
4140,13-09-2021,north,2415
4141,13-09-2021,south,2440
4142,13-09-2021,east,2490
4143,13-09-2021,west,2415
4144,14-09-2021,north,2260
4145,14-09-2021,south,2385
4146,14-09-2021,east,2280
4147,14-09-2021,west,2210
4148,15-09-2021,north,2070
4149,15-09-2021,south,2105
4150,15-09-2021,east,2425
4151,15-09-2021,west,2265
4152,16-09-2021,north,2190
4153,16-09-2021,south,2110
4154,16-09-2021,east,2115
4155,16-09-2021,west,2455
4156,17-09-2021,north,2270
4157,17-09-2021,south,2350
4158,17-09-2021,east,2365
4159,17-09-2021,west,2270
4160,18-09-2021,north,2200
4161,18-09-2021,south,2500
4162,18-09-2021,east,2425
4163,18-09-2021,west,2290
4164,19-09-2021,north,2460
4165,19-09-2021,south,2185
4166,19-09-2021,east,2390
4167,19-09-2021,west,2175
4168,20-09-2021,north,2480
4169,20-09-2021,south,2385
4170,20-09-2021,east,2150
4171,20-09-2021,west,2225
4172,21-09-2021,north,2395
4173,21-09-2021,south,2395
4174,21-09-2021,east,2445
4175,21-09-2021,west,2295
4176,22-09-2021,north,2285
4177,22-09-2021,south,2095
4178,22-09-2021,east,2310
4179,22-09-2021,west,2120
4180,23-09-2021,north,2075
4181,23-09-2021,south,2390
4182,23-09-2021,east,2485
4183,23-09-2021,west,2475
4184,24-09-2021,north,2225
4185,24-09-2021,south,2325
4186,24-09-2021,east,2195
4187,24-09-2021,west,2410
4188,25-09-2021,north,2285
4189,25-09-2021,south,2000
4190,25-09-2021,east,2345
4191,25-09-2021,west,2400
4192,26-09-2021,north,2260
4193,26-09-2021,south,2300
4194,26-09-2021,east,2150
4195,26-09-2021,west,2200
4196,27-09-2021,north,2140
4197,27-09-2021,south,2365
4198,27-09-2021,east,2090
4199,27-09-2021,west,2115
4200,28-09-2021,north,2070
4201,28-09-2021,south,2085
4202,28-09-2021,east,2435
4203,28-09-2021,west,2115
4204,29-09-2021,north,2340
4205,29-09-2021,south,2225
4206,29-09-2021,east,2140
4207,29-09-2021,west,2240
4208,30-09-2021,north,2000
4209,30-09-2021,south,2175
4210,30-09-2021,east,2020
4211,30-09-2021,west,2425
4212,01-10-2021,north,2350
4213,01-10-2021,south,2215
4214,01-10-2021,east,2345
4215,01-10-2021,west,2360
4216,02-10-2021,north,2370
4217,02-10-2021,south,2180
4218,02-10-2021,east,2000
4219,02-10-2021,west,2235
4220,03-10-2021,north,2055
4221,03-10-2021,south,2265
4222,03-10-2021,east,2165
4223,03-10-2021,west,2165
4224,04-10-2021,north,2135
4225,04-10-2021,south,2395
4226,04-10-2021,east,2240
4227,04-10-2021,west,2295
4228,05-10-2021,north,2425
4229,05-10-2021,south,2255
4230,05-10-2021,east,2145
4231,05-10-2021,west,2000
4232,06-10-2021,north,2090
4233,06-10-2021,south,2390
4234,06-10-2021,east,2120
4235,06-10-2021,west,2405
4236,07-10-2021,north,2370
4237,07-10-2021,south,2080
4238,07-10-2021,east,2160
4239,07-10-2021,west,2270
4240,08-10-2021,north,2455
4241,08-10-2021,south,2360
4242,08-10-2021,east,2085
4243,08-10-2021,west,2045
4244,09-10-2021,north,2260
4245,09-10-2021,south,2300
4246,09-10-2021,east,2065
4247,09-10-2021,west,2025
4248,10-10-2021,north,2400
4249,10-10-2021,south,2255
4250,10-10-2021,east,2335
4251,10-10-2021,west,2460
4252,11-10-2021,north,2120
4253,11-10-2021,south,2230
4254,11-10-2021,east,2195
4255,11-10-2021,west,2205
4256,12-10-2021,north,2105
4257,12-10-2021,south,2105
4258,12-10-2021,east,2065
4259,12-10-2021,west,2005
4260,13-10-2021,north,2205
4261,13-10-2021,south,2495
4262,13-10-2021,east,2125
4263,13-10-2021,west,2410
4264,14-10-2021,north,2320
4265,14-10-2021,south,2010
4266,14-10-2021,east,2330
4267,14-10-2021,west,2275
4268,15-10-2021,north,2305
4269,15-10-2021,south,2425
4270,15-10-2021,east,2310
4271,15-10-2021,west,2090
4272,16-10-2021,north,2485
4273,16-10-2021,south,2415
4274,16-10-2021,east,2395
4275,16-10-2021,west,2090
4276,17-10-2021,north,2010
4277,17-10-2021,south,2085
4278,17-10-2021,east,2250
4279,17-10-2021,west,2450
4280,18-10-2021,north,2230
4281,18-10-2021,south,2310
4282,18-10-2021,east,2005
4283,18-10-2021,west,2025
4284,19-10-2021,north,2085
4285,19-10-2021,south,2275
4286,19-10-2021,east,2220
4287,19-10-2021,west,2395
4288,20-10-2021,north,2070
4289,20-10-2021,south,2210
4290,20-10-2021,east,2290
4291,20-10-2021,west,2380
4292,21-10-2021,north,2475
4293,21-10-2021,south,2175
4294,21-10-2021,east,2015
4295,21-10-2021,west,2115
4296,22-10-2021,north,2030
4297,22-10-2021,south,2400
4298,22-10-2021,east,2180
4299,22-10-2021,west,2345
4300,23-10-2021,north,2485
4301,23-10-2021,south,2225
4302,23-10-2021,east,2095
4303,23-10-2021,west,2350
4304,24-10-2021,north,2315
4305,24-10-2021,south,2155
4306,24-10-2021,east,2305
4307,24-10-2021,west,2250
4308,25-10-2021,north,2470
4309,25-10-2021,south,2135
4310,25-10-2021,east,2255
4311,25-10-2021,west,2270
4312,26-10-2021,north,2410
4313,26-10-2021,south,2490
4314,26-10-2021,east,2250
4315,26-10-2021,west,2220
4316,27-10-2021,north,2145
4317,27-10-2021,south,2145
4318,27-10-2021,east,2450
4319,27-10-2021,west,2090
4320,28-10-2021,north,2165
4321,28-10-2021,south,2355
4322,28-10-2021,east,2315
4323,28-10-2021,west,2300
4324,29-10-2021,north,2225
4325,29-10-2021,south,2175
4326,29-10-2021,east,2435
4327,29-10-2021,west,2035
4328,30-10-2021,north,2430
4329,30-10-2021,south,2180
4330,30-10-2021,east,2060
4331,30-10-2021,west,2470
4332,31-10-2021,north,2400
4333,31-10-2021,south,2220
4334,31-10-2021,east,2395
4335,31-10-2021,west,2120
4336,01-11-2021,north,2080
4337,01-11-2021,south,2445
4338,01-11-2021,east,2415
4339,01-11-2021,west,2355
4340,02-11-2021,north,2405
4341,02-11-2021,south,2120
4342,02-11-2021,east,2195
4343,02-11-2021,west,2025
4344,03-11-2021,north,2305
4345,03-11-2021,south,2035
4346,03-11-2021,east,2085
4347,03-11-2021,west,2285
4348,04-11-2021,north,2205
4349,04-11-2021,south,2155
4350,04-11-2021,east,2105
4351,04-11-2021,west,2085
4352,05-11-2021,north,2475
4353,05-11-2021,south,2425
4354,05-11-2021,east,2330
4355,05-11-2021,west,2205
4356,06-11-2021,north,2235
4357,06-11-2021,south,2050
4358,06-11-2021,east,2455
4359,06-11-2021,west,2065
4360,07-11-2021,north,2210
4361,07-11-2021,south,2065
4362,07-11-2021,east,2215
4363,07-11-2021,west,2275
4364,08-11-2021,north,2005
4365,08-11-2021,south,2120
4366,08-11-2021,east,2140
4367,08-11-2021,west,2260
4368,09-11-2021,north,2165
4369,09-11-2021,south,2000
4370,09-11-2021,east,2435
4371,09-11-2021,west,2250
4372,10-11-2021,north,2485
4373,10-11-2021,south,2090
4374,10-11-2021,east,2025
4375,10-11-2021,west,2365
4376,11-11-2021,north,2150
4377,11-11-2021,south,2160
4378,11-11-2021,east,2035
4379,11-11-2021,west,2445
4380,12-11-2021,north,2350
4381,12-11-2021,south,2130
4382,12-11-2021,east,2045
4383,12-11-2021,west,2490
4384,13-11-2021,north,2315
4385,13-11-2021,south,2210
4386,13-11-2021,east,2345
4387,13-11-2021,west,2285
4388,14-11-2021,north,2225
4389,14-11-2021,south,2190
4390,14-11-2021,east,2495
4391,14-11-2021,west,2485
4392,15-11-2021,north,2105
4393,15-11-2021,south,2425
4394,15-11-2021,east,2155
4395,15-11-2021,west,2495
4396,16-11-2021,north,2485
4397,16-11-2021,south,2225
4398,16-11-2021,east,2315
4399,16-11-2021,west,2300
4400,17-11-2021,north,2165
4401,17-11-2021,south,2240
4402,17-11-2021,east,2290
4403,17-11-2021,west,2025
4404,18-11-2021,north,2080
4405,18-11-2021,south,2325
4406,18-11-2021,east,2105
4407,18-11-2021,west,2245
4408,19-11-2021,north,2180
4409,19-11-2021,south,2180
4410,19-11-2021,east,2345
4411,19-11-2021,west,2435
4412,20-11-2021,north,2490
4413,20-11-2021,south,2160
4414,20-11-2021,east,2460
4415,20-11-2021,west,2040
4416,21-11-2021,north,2010
4417,21-11-2021,south,2440
4418,21-11-2021,east,2190
4419,21-11-2021,west,2365
4420,22-11-2021,north,2145
4421,22-11-2021,south,2420
4422,22-11-2021,east,2200
4423,22-11-2021,west,2075
4424,23-11-2021,north,2075
4425,23-11-2021,south,2450
4426,23-11-2021,east,2280
4427,23-11-2021,west,2220
4428,24-11-2021,north,2410
4429,24-11-2021,south,2015
4430,24-11-2021,east,2020
4431,24-11-2021,west,2060
4432,25-11-2021,north,2410
4433,25-11-2021,south,2485
4434,25-11-2021,east,2445
4435,25-11-2021,west,2285
4436,26-11-2021,north,2490
4437,26-11-2021,south,2215
4438,26-11-2021,east,2015
4439,26-11-2021,west,2070
4440,27-11-2021,north,2170
4441,27-11-2021,south,2235
4442,27-11-2021,east,2145
4443,27-11-2021,west,2370
4444,28-11-2021,north,2035
4445,28-11-2021,south,2335
4446,28-11-2021,east,2390
4447,28-11-2021,west,2500
4448,29-11-2021,north,2180
4449,29-11-2021,south,2495
4450,29-11-2021,east,2170
4451,29-11-2021,west,2275
4452,30-11-2021,north,2265
4453,30-11-2021,south,2035
4454,30-11-2021,east,2480
4455,30-11-2021,west,2390
4456,01-12-2021,north,2415
4457,01-12-2021,south,2275
4458,01-12-2021,east,2100
4459,01-12-2021,west,2105
4460,02-12-2021,north,2330
4461,02-12-2021,south,2170
4462,02-12-2021,east,2460
4463,02-12-2021,west,2200
4464,03-12-2021,north,2225
4465,03-12-2021,south,2350
4466,03-12-2021,east,2125
4467,03-12-2021,west,2245
4468,04-12-2021,north,2025
4469,04-12-2021,south,2010
4470,04-12-2021,east,2005
4471,04-12-2021,west,2455
4472,05-12-2021,north,2130
4473,05-12-2021,south,2445
4474,05-12-2021,east,2190
4475,05-12-2021,west,2265
4476,06-12-2021,north,2380
4477,06-12-2021,south,2235
4478,06-12-2021,east,2200
4479,06-12-2021,west,2200
4480,07-12-2021,north,2090
4481,07-12-2021,south,2165
4482,07-12-2021,east,2300
4483,07-12-2021,west,2400
4484,08-12-2021,north,2135
4485,08-12-2021,south,2315
4486,08-12-2021,east,2375
4487,08-12-2021,west,2080
4488,09-12-2021,north,2270
4489,09-12-2021,south,2430
4490,09-12-2021,east,2335
4491,09-12-2021,west,2065
4492,10-12-2021,north,2235
4493,10-12-2021,south,2375
4494,10-12-2021,east,2400
4495,10-12-2021,west,2305
4496,11-12-2021,north,2310
4497,11-12-2021,south,2155
4498,11-12-2021,east,2435
4499,11-12-2021,west,2165
4500,12-12-2021,north,2225
4501,12-12-2021,south,2055
4502,12-12-2021,east,2235
4503,12-12-2021,west,2295
4504,13-12-2021,north,2040
4505,13-12-2021,south,2320
4506,13-12-2021,east,2110
4507,13-12-2021,west,2180
4508,14-12-2021,north,2360
4509,14-12-2021,south,2420
4510,14-12-2021,east,2370
4511,14-12-2021,west,2335
4512,15-12-2021,north,2485
4513,15-12-2021,south,2495
4514,15-12-2021,east,2365
4515,15-12-2021,west,2155
4516,16-12-2021,north,2385
4517,16-12-2021,south,2385
4518,16-12-2021,east,2435
4519,16-12-2021,west,2290
4520,17-12-2021,north,2210
4521,17-12-2021,south,2085
4522,17-12-2021,east,2090
4523,17-12-2021,west,2370
4524,18-12-2021,north,2145
4525,18-12-2021,south,2210
4526,18-12-2021,east,2380
4527,18-12-2021,west,2455
4528,19-12-2021,north,2270
4529,19-12-2021,south,2040
4530,19-12-2021,east,2180
4531,19-12-2021,west,2500
4532,20-12-2021,north,2115
4533,20-12-2021,south,2325
4534,20-12-2021,east,2250
4535,20-12-2021,west,2180
4536,21-12-2021,north,2330
4537,21-12-2021,south,2075
4538,21-12-2021,east,2355
4539,21-12-2021,west,2355
4540,22-12-2021,north,2205
4541,22-12-2021,south,2155
4542,22-12-2021,east,2010
4543,22-12-2021,west,2005
4544,23-12-2021,north,2410
4545,23-12-2021,south,2265
4546,23-12-2021,east,2205
4547,23-12-2021,west,2115
4548,24-12-2021,north,2050
4549,24-12-2021,south,2135
4550,24-12-2021,east,2440
4551,24-12-2021,west,2360
4552,25-12-2021,north,2405
4553,25-12-2021,south,2115
4554,25-12-2021,east,2085
4555,25-12-2021,west,2290
4556,26-12-2021,north,2245
4557,26-12-2021,south,2460
4558,26-12-2021,east,2450
4559,26-12-2021,west,2310
4560,27-12-2021,north,2370
4561,27-12-2021,south,2040
4562,27-12-2021,east,2415
4563,27-12-2021,west,2015
4564,28-12-2021,north,2245
4565,28-12-2021,south,2120
4566,28-12-2021,east,2415
4567,28-12-2021,west,2295
4568,29-12-2021,north,2445
4569,29-12-2021,south,2215
4570,29-12-2021,east,2285
4571,29-12-2021,west,2395
4572,30-12-2021,north,2435
4573,30-12-2021,south,2400
4574,30-12-2021,east,2260
4575,30-12-2021,west,2315
4576,31-12-2021,north,2315
4577,31-12-2021,south,2175
4578,31-12-2021,east,2295
4579,31-12-2021,west,2055
4580,01-01-2022,north,2130
4581,01-01-2022,south,2480
4582,01-01-2022,east,2190
4583,01-01-2022,west,2170
4584,02-01-2022,north,2160
4585,02-01-2022,south,2120
4586,02-01-2022,east,2110
4587,02-01-2022,west,2080
4588,03-01-2022,north,2050
4589,03-01-2022,south,2150
4590,03-01-2022,east,2440
4591,03-01-2022,west,2055
4592,04-01-2022,north,2405
4593,04-01-2022,south,2020
4594,04-01-2022,east,2010
4595,04-01-2022,west,2005
4596,05-01-2022,north,2480
4597,05-01-2022,south,2360
4598,05-01-2022,east,2025
4599,05-01-2022,west,2275
4600,06-01-2022,north,2245
4601,06-01-2022,south,2060
4602,06-01-2022,east,2290
4603,06-01-2022,west,2205
4604,07-01-2022,north,2065
4605,07-01-2022,south,2050
4606,07-01-2022,east,2180
4607,07-01-2022,west,2135
4608,08-01-2022,north,2370
4609,08-01-2022,south,2245
4610,08-01-2022,east,2070
4611,08-01-2022,west,2395
4612,09-01-2022,north,2490
4613,09-01-2022,south,2105
4614,09-01-2022,east,2335
4615,09-01-2022,west,2250
4616,10-01-2022,north,2240
4617,10-01-2022,south,2090
4618,10-01-2022,east,2370
4619,10-01-2022,west,2315
4620,11-01-2022,north,2000
4621,11-01-2022,south,2075
4622,11-01-2022,east,2305
4623,11-01-2022,west,2145
4624,12-01-2022,north,2050
4625,12-01-2022,south,2260
4626,12-01-2022,east,2095
4627,12-01-2022,west,2500
4628,13-01-2022,north,2260
4629,13-01-2022,south,2365
4630,13-01-2022,east,2485
4631,13-01-2022,west,2180
4632,14-01-2022,north,2245
4633,14-01-2022,south,2225
4634,14-01-2022,east,2080
4635,14-01-2022,west,2250
4636,15-01-2022,north,2115
4637,15-01-2022,south,2145
4638,15-01-2022,east,2130
4639,15-01-2022,west,2120
4640,16-01-2022,north,2315
4641,16-01-2022,south,2410
4642,16-01-2022,east,2290
4643,16-01-2022,west,2150
4644,17-01-2022,north,2295
4645,17-01-2022,south,2015
4646,17-01-2022,east,2070
4647,17-01-2022,west,2095
4648,18-01-2022,north,2045
4649,18-01-2022,south,2125
4650,18-01-2022,east,2085
4651,18-01-2022,west,2095
4652,19-01-2022,north,2295
4653,19-01-2022,south,2265
4654,19-01-2022,east,2040
4655,19-01-2022,west,2200
4656,20-01-2022,north,2415
4657,20-01-2022,south,2435
4658,20-01-2022,east,2160
4659,20-01-2022,west,2210
4660,21-01-2022,north,2295
4661,21-01-2022,south,2405
4662,21-01-2022,east,2380
4663,21-01-2022,west,2360
4664,22-01-2022,north,2080
4665,22-01-2022,south,2220
4666,22-01-2022,east,2495
4667,22-01-2022,west,2500
4668,23-01-2022,north,2170
4669,23-01-2022,south,2135
4670,23-01-2022,east,2205
4671,23-01-2022,west,2445
4672,24-01-2022,north,2195
4673,24-01-2022,south,2375
4674,24-01-2022,east,2370
4675,24-01-2022,west,2410
4676,25-01-2022,north,2470
4677,25-01-2022,south,2370
4678,25-01-2022,east,2110
4679,25-01-2022,west,2480
4680,26-01-2022,north,2085
4681,26-01-2022,south,2320
4682,26-01-2022,east,2075
4683,26-01-2022,west,2485
4684,27-01-2022,north,2165
4685,27-01-2022,south,2400
4686,27-01-2022,east,2055
4687,27-01-2022,west,2435
4688,28-01-2022,north,2380
4689,28-01-2022,south,2410
4690,28-01-2022,east,2240
4691,28-01-2022,west,2450
4692,29-01-2022,north,2190
4693,29-01-2022,south,2345
4694,29-01-2022,east,2290
4695,29-01-2022,west,2380
4696,30-01-2022,north,2145
4697,30-01-2022,south,2150
4698,30-01-2022,east,2500
4699,30-01-2022,west,2305
4700,31-01-2022,north,2045
4701,31-01-2022,south,2375
4702,31-01-2022,east,2040
4703,31-01-2022,west,2055
4704,01-02-2022,north,2405
4705,01-02-2022,south,2310
4706,01-02-2022,east,2405
4707,01-02-2022,west,2420
4708,02-02-2022,north,2160
4709,02-02-2022,south,2485
4710,02-02-2022,east,2375
4711,02-02-2022,west,2435
4712,03-02-2022,north,2125
4713,03-02-2022,south,2185
4714,03-02-2022,east,2090
4715,03-02-2022,west,2115
4716,04-02-2022,north,2035
4717,04-02-2022,south,2215
4718,04-02-2022,east,2010
4719,04-02-2022,west,2190
4720,05-02-2022,north,2070
4721,05-02-2022,south,2000
4722,05-02-2022,east,2130
4723,05-02-2022,west,2235
4724,06-02-2022,north,2250
4725,06-02-2022,south,2365
